Date,Date,Open,High,Low,Close,Daily_Returns,Middle_Band,Upper_Band,Lower_Band,Log_Returns,SpreadOC,SpreadLH,MACD,Signal_Line_MACD,RSI,SMI,weekday,hour,upper_barrier,lower_barrier,t1,touch_upper,touch_lower,label
2016-01-11 16:01:00,2016-01-11 16:01:00,1.08514,1.09,1.08477,1.087745,-0.0019131424167072586,1.0848541666666667,1.0971088391266497,1.0725994942066837,0.011390813676562573,0.9976051372334509,0.9952018348623852,0.0022487033819442726,0.002186870972328658,61.01179835538064,18615.60598522058,1,16,1.0935469875882802,1.0819430124117198,2016-01-12 16:01:00,2016-01-14 09:01:00,2016-01-13 01:01:00,0.0
2016-01-11 22:01:00,2016-01-11 22:01:00,1.085925,1.089885,1.085025,1.086245,-0.0013789996736367494,1.0853414583333334,1.09678946878481,1.0738934478818567,0.010824825305848197,0.9997054071595267,0.9955408139390852,0.0019157143717865033,0.002132639652220227,60.33766463360737,18615.824847061536,1,22,1.0920701928968068,1.080419807103193,2016-01-12 22:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,0.0
2016-01-12 07:01:00,2016-01-12 07:01:00,1.088385,1.089945,1.08411,1.08926,0.0027756169188351,1.085999375,1.0963632954066642,1.075635454593336,0.0146021746270655,0.9991967023483833,0.9946465188610434,0.0018735068638646712,0.002080813094549116,63.49572649572647,18616.070595050427,2,7,1.0951481748502885,1.0833718251497113,2016-01-13 07:01:00,2016-01-15 13:01:00,2016-01-12 13:01:00,-1.0
2016-01-12 10:01:00,2016-01-12 10:01:00,1.0857,1.09004,1.084415,1.08483,-0.004066981253327939,1.0864535416666667,1.095478719723043,1.0774283636102906,0.010098475635048267,1.000801968972097,0.9948396389123335,0.001465697484565709,0.0019577899725524346,58.72418761005277,18615.85163122936,2,10,1.0910502054589726,1.0786097945410273,2016-01-13 10:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,0.0
2016-01-12 13:01:00,2016-01-12 13:01:00,1.0843,1.086095,1.08332,1.08516,0.0003041951273470289,1.086896875,1.0943907140999902,1.07940303590001,0.009853391322533718,0.999207490139703,0.9974449748870955,0.0011558103926980756,0.001797394056581563,58.5516797942453,18615.276932073553,2,13,1.0913820402969172,1.0789379597030826,2016-01-13 13:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,0.0
2016-01-12 15:01:00,2016-01-12 15:01:00,1.08485,1.08608,1.082085,1.08238,-0.0025618341995650162,1.0870431249999999,1.0940009412569327,1.080085308743067,0.003248123156472572,1.0022820081671873,0.9963216337654685,0.0006780833504349548,0.0015735319153522415,52.89412928759888,18614.09989801033,2,15,1.0884840523346622,1.0762759476653376,2016-01-13 15:01:00,2016-01-13 23:01:00,2016-11-14 08:01:00,0.0
2016-01-12 18:01:00,2016-01-12 18:01:00,1.083925,1.08563,1.081975,1.08509,0.0025037417542823626,1.0871922916666668,1.0937996610564953,1.0805849222768382,0.0033047200758331706,0.9989263563391054,0.9966332912686641,0.000512250672303427,0.0013612756667424786,52.94844341953561,18612.71782148782,2,18,1.0912137669215642,1.0789662330784362,2016-01-13 18:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,0.0
2016-01-13 01:01:00,2016-01-13 01:01:00,1.08376,1.08777,1.08191,1.082355,-0.00252052825111293,1.0872597916666666,1.093620309473841,1.0808992738594922,0.0014978575120617916,1.001298095356884,0.9946128317567133,0.00015831053220249913,0.0011206826398344827,51.292484442316855,18610.871059455472,3,1,1.088566107567825,1.076143892432175,2016-01-14 01:01:00,2016-01-13 23:01:00,2016-11-14 08:01:00,1.0
2016-01-13 08:01:00,2016-01-13 08:01:00,1.08163,1.0838,1.080945,1.082375,1.8478225720874875e-05,1.0872027083333333,1.0937176049618094,1.0806878117048573,-0.0012649347059935717,0.9993116988104862,0.9973657501384019,-0.0001192016633999593,0.0008727057791875943,48.85221179624676,18608.64500054356,3,8,1.0884584796630565,1.0762915203369436,2016-01-14 08:01:00,2016-01-13 23:01:00,2016-11-14 08:01:00,1.0
2016-01-13 12:01:00,2016-01-13 12:01:00,1.08229,1.082985,1.080485,1.081445,-0.0008592216191246616,1.0870185416666664,1.093929151329049,1.080107932004284,-0.004078794568197366,1.0007813619740256,0.9976915654418111,-0.0004094553589470973,0.000616273551560656,46.22157633783547,18606.010146388442,3,12,1.0874611273871368,1.0754288726128634,2016-01-14 12:01:00,2016-01-13 15:01:00,2016-11-14 08:01:00,1.0
2016-01-13 15:01:00,2016-01-13 15:01:00,1.08476,1.08823,1.08142,1.084505,0.002829547503571561,1.0870910416666666,1.0938502434327417,1.0803318399005915,0.0016057070635894866,1.0002351303129076,0.9937421317184787,-0.000388093378433485,0.0004154001655618277,51.48845166809244,18603.381780826112,3,15,1.0905449198262436,1.0784650801737563,2016-01-14 15:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,1.0
2016-01-13 18:01:00,2016-01-13 18:01:00,1.085015,1.086415,1.08443,1.08571,0.001111105988446326,1.0869066666666667,1.0935598762005283,1.080253457132805,-0.004067390922125701,0.9993598658942076,0.9981728897336654,-0.00027080871132501017,0.0002781583901844602,45.76838481400008,18609.358608082915,3,18,1.0909258204420864,1.0804941795579135,2016-01-14 18:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,1.0
2016-01-13 23:01:00,2016-01-13 23:01:00,1.08822,1.088875,1.08502,1.088535,0.002601983955199838,1.0867377083333334,1.092981884039833,1.0804935326268337,-0.0037182689409123995,0.9997106202372913,0.9964596487200093,4.952324964380139e-05,0.00023243136207632843,46.14946348874761,18622.912361966664,3,23,1.0937999401639795,1.0832700598360205,2016-01-14 23:01:00,2016-01-14 11:01:00,2016-01-21 13:01:00,1.0
2016-01-14 07:01:00,2016-01-14 07:01:00,1.086725,1.089705,1.08541,1.08597,-0.002356378067769893,1.0866233333333335,1.0928166913932222,1.0804299752734448,-0.002524504889537725,1.000695230991648,0.9960585663092305,9.531583160327095e-05,0.00020500825598171696,47.32690622261177,18642.491271513423,4,7,1.091089593389871,1.0808504066101294,2016-01-15 07:01:00,2016-01-14 09:01:00,2016-01-21 13:01:00,1.0
2016-01-14 09:01:00,2016-01-14 09:01:00,1.091315,1.093675,1.085645,1.090235,0.003927364475998285,1.0867497916666666,1.0931138821472417,1.0803857011860916,0.0027876854789818896,1.0009906121157366,0.9926577822479256,0.0004703349105563692,0.00025807358689664743,52.8052500231076,18654.96679730941,4,9,1.0956374448077513,1.084832555192249,2016-01-15 09:01:00,2016-01-15 13:01:00,2016-01-14 15:01:00,-1.0
2016-01-14 11:01:00,2016-01-14 11:01:00,1.09225,1.09432,1.08995,1.093165,0.0026874939806553755,1.0869966666666666,1.093878733258885,1.0801146000744482,0.005434783523082529,0.9991629808857766,0.99600665253308,0.0009925255289888746,0.00040496397531509284,55.19873650960774,18661.660382516122,4,11,1.0987014437191445,1.0876285562808554,2016-01-15 11:01:00,2016-02-03 15:01:00,2016-01-14 15:01:00,-1.0
2016-01-14 13:01:00,2016-01-14 13:01:00,1.08861,1.09358,1.088235,1.089525,-0.0033297809571289916,1.08722125,1.0940652148119965,1.0803772851880036,0.004959387436383695,0.9991601844840642,0.9951123831818431,0.0010999680302796744,0.0005439647863080091,54.685326842837284,18663.031917918655,4,13,1.0951014332706126,1.0839485667293876,2016-01-15 13:01:00,2016-01-15 13:01:00,2016-01-14 15:01:00,-1.0
2016-01-14 15:01:00,2016-01-14 15:01:00,1.09124,1.09179,1.083625,1.084,-0.005071017186388582,1.0871195833333334,1.0940834302940852,1.0801557363725816,-0.00224839297829478,1.0066789667896678,0.9925214555912767,0.0007308706392079589,0.0005813459568879991,47.99143891998683,18656.802714542013,4,15,1.0899404913464932,1.078059508653507,2016-01-15 15:01:00,2016-01-15 08:01:00,2016-01-21 13:01:00,1.0
2016-01-14 18:01:00,2016-01-14 18:01:00,1.086155,1.08695,1.08347,1.08586,0.001715867158671669,1.0870116666666667,1.0939697302820255,1.080053603051308,-0.0023823661069471837,1.0002716740647966,0.9967983807902846,0.0005817388298019477,0.0005814245314707888,47.86268361115707,18644.37273412351,4,18,1.091802002460483,1.079917997539517,2016-01-15 18:01:00,2016-01-15 13:01:00,2016-01-21 13:01:00,1.0
2016-01-15 02:01:00,2016-01-15 02:01:00,1.08726,1.088165,1.08543,1.08815,0.0021089274860477403,1.0868533333333332,1.0935087166833928,1.0801979499832737,-0.003486082150705029,0.9991820980563341,0.9974865944043411,0.0006409462289305168,0.0005933288709627344,46.800269450993575,18627.01111999501,5,2,1.0939971332189309,1.082302866781069,2016-01-16 02:01:00,2016-01-15 13:01:00,2016-01-21 13:01:00,1.0
2016-01-15 08:01:00,2016-01-15 08:01:00,1.08688,1.09048,1.086055,1.090075,0.0017690575747828508,1.0866995833333333,1.09283900542529,1.0805601612413764,-0.0033793716679761374,0.9970690090131414,0.9959421539138729,0.0008335908153822569,0.0006413812598466389,46.89863842662616,18605.78583817561,5,8,1.0959394692609485,1.0842105307390515,2016-01-16 08:01:00,2016-01-15 13:01:00,2016-01-21 13:01:00,1.0
2016-01-15 10:01:00,2016-01-15 10:01:00,1.09052,1.091775,1.088935,1.091255,0.0010824943237852658,1.086816875,1.0931978861046299,1.0804358638953702,0.002582931616607803,0.9993264635671771,0.9973987314235992,0.0010691546273842167,0.0007269359333541545,52.54313849489566,18581.548390473516,5,10,1.0967169846595175,1.0857930153404824,2016-01-16 10:01:00,2016-01-15 13:01:00,2016-01-21 13:01:00,1.0
2016-01-15 13:01:00,2016-01-15 13:01:00,1.09086,1.09846,1.089,1.095725,0.004096201162881341,1.0870593750000002,1.0943129356323962,1.0798058143676041,0.005325708153831928,0.9955600173401171,0.9913879431203685,0.0015981102678144232,0.0009011708002462083,54.987146529563105,18535.756533801974,5,13,1.1014704775493782,1.089979522450622,2016-01-16 13:01:00,2016-02-03 15:01:00,2016-01-18 04:01:00,0.0
2016-01-15 14:01:00,2016-01-15 14:01:00,1.095725,1.096995,1.09299,1.09593,0.0001870907390084664,1.0873135416666666,1.0953568215942069,1.0792702617391263,0.005581597098238996,0.9998129442573886,0.9963491173615194,0.0020106753961537382,0.0011230717194277145,55.21545827633376,18472.03164510085,5,14,1.1016749577672071,1.090185042232793,2016-01-16 14:01:00,2016-02-03 15:01:00,2016-01-18 04:01:00,0.0
2016-01-15 15:01:00,2016-01-15 15:01:00,1.09593,1.096535,1.09362,1.09508,-0.0007755969815590458,1.0876191666666666,1.0962656787388556,1.0789726545944776,0.006720673996851431,1.00077619899916,0.9973416261222852,0.0022431902357795686,0.0013470954226980853,56.406673071884065,18393.46330145785,5,15,1.10075382676983,1.0894061732301699,2016-01-16 15:01:00,2016-02-03 15:01:00,2016-01-18 04:01:00,0.0
2016-01-15 17:01:00,2016-01-15 17:01:00,1.09635,1.09833,1.094205,1.095145,5.935639405341142e-05,1.08799,1.0971393112118997,1.0788406887881004,0.008159979998095979,1.0011003109177323,0.9962442981617547,0.002404981745619983,0.001558672687282465,57.97348145493648,18302.839860168748,5,17,1.1007674782068877,1.0895225217931124,2016-01-16 17:01:00,2016-02-03 15:01:00,2016-01-18 04:01:00,0.0
2016-01-15 21:01:00,2016-01-15 21:01:00,1.09175,1.096155,1.090555,1.09153,-0.0033009327531972055,1.0880845833333332,1.0973350676528133,1.0788340990138532,0.0020818151402378004,1.0002015519500151,0.9948912334478244,0.002215958207795632,0.0016901297913850986,52.01205460024817,18202.28346255055,5,21,1.097240589060322,1.0858194109396775,2016-01-16 21:01:00,2016-01-20 09:01:00,2016-01-21 13:01:00,0.0
2016-01-18 04:01:00,2016-01-18 04:01:00,1.08944,1.09288,1.08872,1.08962,-0.0017498373842219639,1.0882841666666667,1.0974478481305234,1.07912048520281,0.0044057189155564495,0.999834804794332,0.9961935436644461,0.0018902450860494024,0.0017301528503179595,54.444238263128646,18093.799839867588,1,4,1.095058879674054,1.0841811203259462,2016-01-19 04:01:00,2016-01-20 07:01:00,2016-01-21 13:01:00,0.0
2016-01-18 08:01:00,2016-01-18 08:01:00,1.08927,1.09052,1.087445,1.08902,-0.000550650685560039,1.088445,1.0975148286259646,1.0793751713740356,0.0035507676968391955,1.0002295641953314,0.9971802442871291,0.0015656522403959539,0.0016972527283335584,53.56351550960135,17979.24953783752,1,8,1.0944653474585662,1.083574652541434,2016-01-19 08:01:00,2016-01-20 07:01:00,2016-01-21 13:01:00,0.0
2016-01-18 11:01:00,2016-01-18 11:01:00,1.089025,1.09096,1.08862,1.08937,0.0003213898734639731,1.08873625,1.097434484328575,1.0800380156714249,0.006437227247663766,0.9996833031935889,0.9978551000953289,0.0013214196434834236,0.0016220861113635317,56.756234293446795,17860.327486896243,1,11,1.0946696724630556,1.0840703275369443,2016-01-19 11:01:00,2016-01-20 07:01:00,2016-01-21 13:01:00,0.0
2016-01-18 15:01:00,2016-01-18 15:01:00,1.089825,1.090095,1.087055,1.08726,-0.001936899308774831,1.0888266666666666,1.0974110694423123,1.080242263891021,0.001997837108909226,1.0023591413277415,0.9972112522303103,0.0009466913166320534,0.001487007152417236,52.12204185409719,17738.285633284144,1,15,1.0925312804040936,1.0819887195959061,2016-01-19 15:01:00,2016-01-19 18:01:00,2016-01-21 13:01:00,0.0
2016-01-19 03:01:00,2016-01-19 03:01:00,1.089755,1.090535,1.086895,1.08895,0.0015543660210071142,1.0891014583333334,1.0972313743600504,1.0809715423066164,0.006074706483653179,1.0007392442260894,0.9966621887422228,0.0007771270569434385,0.0013450311333224765,56.58380752720389,17614.52894220675,2,3,1.0941243204998015,1.0837756795001987,2016-01-20 03:01:00,2016-01-20 07:01:00,2016-01-21 13:01:00,0.0
2016-01-19 09:01:00,2016-01-19 09:01:00,1.088445,1.08898,1.085965,1.087255,-0.001556545295927303,1.0893047916666667,1.0969629356574833,1.0816466476758502,0.004498470457543522,1.001094499450451,0.9972313541111866,0.0005002077417235462,0.0011760664550026904,54.714064914992285,17489.96773177581,2,9,1.092483076290744,1.0820269237092561,2016-01-20 09:01:00,2016-01-19 18:01:00,2016-01-21 13:01:00,1.0
2016-01-19 13:01:00,2016-01-19 13:01:00,1.087445,1.088345,1.086,1.086635,-0.0005702434111594101,1.0895210416666667,1.0965173183032344,1.082524765030099,0.004787655357373479,1.0007454204953825,0.9978453523469122,0.00022808910168858887,0.0009864709843398702,55.04373177842571,17365.469684298747,2,13,1.0918497386195107,1.0814202613804893,2016-01-20 13:01:00,2016-01-19 18:01:00,2016-01-21 13:01:00,1.0
2016-01-19 15:01:00,2016-01-19 15:01:00,1.08913,1.09097,1.08642,1.08979,0.002903458843125817,1.08974125,1.0964032540397848,1.0830792459602154,0.004861355435453358,0.9993943787335173,0.9958293995251931,0.0002639723426676177,0.0008419712560054197,55.126588417887305,17242.09201254,2,15,1.0950276461027972,1.0845523538972028,2016-01-20 15:01:00,2016-01-20 07:01:00,2016-01-21 13:01:00,1.0
2016-01-19 18:01:00,2016-01-19 18:01:00,1.09276,1.09339,1.089305,1.092475,0.002463777425008473,1.0900231249999999,1.0965441777374318,1.083502072262568,0.006211613569826949,1.0002608755349092,0.9962639131508427,0.0005032657953700781,0.0007742301638783514,56.37906647807652,17125.305425204486,2,18,1.0978079972981525,1.0871420027018475,2016-01-20 18:01:00,2016-02-03 15:01:00,2016-01-21 01:01:00,0.0
2016-01-20 01:01:00,2016-01-20 01:01:00,1.092145,1.0939,1.09052,1.092355,-0.00010984233048827452,1.0901822916666666,1.0967381234410218,1.0836264598923113,0.0035031605506269203,0.9998077548049855,0.9969101380382117,0.0006754385483946912,0.0007544718407816194,53.795707472178,17014.83417936689,3,1,1.0975764085152342,1.0871335914847657,2016-01-21 01:01:00,2016-01-20 09:01:00,2016-01-21 01:01:00,1.0
2016-01-20 07:01:00,2016-01-20 07:01:00,1.09545,1.09634,1.09201,1.09399,0.0014967661611839933,1.0905164583333333,1.0969932271729226,1.084039689493744,0.00735796636939474,1.001334564301319,0.9960504952843094,0.0009330617759963911,0.0007901898278245738,58.11905243976504,16910.562220838634,3,7,1.099117190000211,1.0888628099997888,2016-01-21 07:01:00,2016-02-03 15:01:00,2016-01-20 16:01:00,-1.0
2016-01-20 09:01:00,2016-01-20 09:01:00,1.096235,1.09761,1.09168,1.09236,-0.001489958774760325,1.090605,1.097123673511371,1.0840863264886291,0.0019472239892819971,1.0035473653374347,0.9945973524293693,0.0009942416634221019,0.0008310001949440795,52.272484226285876,16812.05816276965,3,9,1.0972499108401113,1.0874700891598887,2016-01-21 09:01:00,2016-02-03 13:01:00,2016-01-21 01:01:00,-1.0
2016-01-20 12:01:00,2016-01-20 12:01:00,1.09092,1.093845,1.089755,1.09135,-0.0009246036105312605,1.090529375,1.096965678497926,1.084093071502074,-0.0016616964567756876,0.9996059925779995,0.9962608961964448,0.0009502744337595015,0.0008548550427071638,47.975911676145984,16718.975695104175,3,12,1.0960997823062,1.0866002176937999,2016-01-21 12:01:00,2016-01-28 18:01:00,2016-01-21 13:01:00,0.0
2016-01-20 14:01:00,2016-01-20 14:01:00,1.091785,1.09331,1.089175,1.090925,-0.0003894259403491862,1.0905877083333333,1.0970113819261897,1.0841640347404768,0.0012841387717073731,1.0007883218369733,0.9962179070894805,0.0008710947018726323,0.0008581029745402575,51.68188370975473,16631.039587102103,3,14,1.0954290376405786,1.086420962359421,2016-01-21 14:01:00,2016-01-28 18:01:00,2016-01-21 13:01:00,-1.0
2016-01-20 16:01:00,2016-01-20 16:01:00,1.08984,1.09223,1.088805,1.090675,-0.0002291633247013536,1.0908658333333332,1.0966446376828651,1.0850870289838013,0.0061388676125442914,0.9992344190524215,0.9968642135813885,0.000779189274304759,0.0008423202344931579,59.182831200990414,16547.999677100233,3,16,1.0945031238590295,1.0868468761409706,2016-01-21 16:01:00,2016-01-28 18:01:00,2016-01-21 01:01:00,-1.0
2016-01-20 19:01:00,2016-01-20 19:01:00,1.09071,1.09364,1.08819,1.089325,-0.0012377656038691232,1.0910102083333333,1.096428925877076,1.0855914907895905,0.0031859386037243953,1.0012714295549996,0.995016641673677,0.0005906116398934902,0.0007919785155732243,54.83465885307663,16469.514016195142,3,19,1.093141477661066,1.085508522338934,2016-01-21 19:01:00,2016-01-28 13:01:00,2016-01-21 13:01:00,-1.0
2016-01-21 01:01:00,2016-01-21 01:01:00,1.087435,1.08958,1.086705,1.087115,-0.002028779289927285,1.0909670833333334,1.0964961621281115,1.0854380045385552,-0.0009516082666748885,1.0002943570827372,0.9973613686007453,0.0002598387167518368,0.0006855505558089469,48.552649979024075,16395.186728269964,4,1,1.0909255094793202,1.08330449052068,2016-01-22 01:01:00,2016-01-21 07:01:00,2016-01-21 13:01:00,1.0
2016-01-21 07:01:00,2016-01-21 07:01:00,1.09019,1.09212,1.086945,1.09067,0.003270123216035037,1.090991875,1.0965095823157032,1.085474167684297,0.0005456850890541788,0.999559903545527,0.9952615097242062,0.0002813147602536148,0.0006047033966978804,50.79577370603199,16325.174332439503,4,7,1.0946929668602627,1.0866470331397373,2016-01-22 07:01:00,2016-01-28 18:01:00,2016-01-21 13:01:00,-1.0
2016-01-21 09:01:00,2016-01-21 09:01:00,1.08987,1.090775,1.088535,1.089065,-0.0014715725196439156,1.090900625,1.0964723403025858,1.0853289096974141,-0.00200888010612841,1.000739166165472,0.9979464142467511,0.00016690066601388054,0.0005171428505610805,47.10394075641349,16257.773783052733,4,9,1.0931037190756387,1.0850262809243612,2016-01-22 09:01:00,2016-01-28 13:01:00,2016-01-21 13:01:00,-1.0
